month,hour,year,location,operator,route,type,aboard,fatalities,summary
4,17,1971,"Manchester, New Hampshire",New England Aviaiton,"Manchester, NH - Boston, MS",Beechcraft C35,4,4,The aircraft experienced engine failure during takeoff and crashed. Fuel starvation. Fuel selector positioned between tanks. Pilots unfamilarity with aircraft. Had only 1 hour in type aircraft.
5,13,1971,"Coolidge, Arizona",Apache Airlines - Air Taxi,"Tucon, AZ - Phoenix, AZ",de Havilland 104-7X,12,12,Crashed after the wing separated from the fuselage. Fractured due to fatigue which propagated in area of corrosion and fretting.
5,19,1971,"Anaktvk Pass, Alaska",Gay Airways - Air Taxi,"Sagwon, AK - Local",Sud Aviation SA 318C,4,2,The pilot suffered spatial disorientation in whiteout conditions. Continued VFR flight into adverse weather conditions.
5,20,1971,"Near Rijeka, Yugoslavia",Aviogenex (Yugoslavia),London - Rijeka,Tupolev TU-134A,83,78,"The aircraft crashed on landing at Rijeka Airport during a heavy rain storm. After a too rapid descent, the aircraft landed extremely hard on the runway causing the left wing to separate. The aircraft turned over and slid 2,300 ft. and burst into flames. Improper handling of the flight and engine controls. Optical illusion due to the intense rain which caused a refraction of light."
5,15,1971,"Near Capetown, South Africa",Military - South African Air Force,,Hawker Siddeley HS 125-400B (3),11,11,All three planes crashed into Devil's Peak  and exploded while flying in a V formation in heavy mist.
5,11,1971,"Roanoke, Virginia",Private,"Atlanta, GA - Martinsville, VA",Aero Commander 680E,6,6,"The flight crashed into the side of a mountain during a thunderstorm. Continued VFR flight into adverse weather conditions.  Entered instrument weather at too low an altitude to clear mountain.  World War II hero and western movie star Audie Murphy, 46, killed."
6,17,1971,"Near Duarte, California",Hughes Airwest  / Military - US Marine Air Corps,Los Angeles - Salt Lake City,McDonnell Douglas DC-9-31 / F4-B,51,50,"The DC-9 was climbing to FL 330 under radar control of the LA ARTCC and the F4-B was en route to El Toro under VFR. Visibility was good with no clouds. The collision took place at 15,150 feet. Both planes crashed into the San Gabriel Mountains. One of two killed on the F4 when the forward canopy did not jettison. The other crew member parachuted to safety unhurt. All forty-nine killed aboard the DC-9. Failure of both crews to see and avoid each other and failure of the F4 crew to request radar advisory service and particularly considering the fact that they had  an inoperable transponder.  Allegations also surfaced that the F-4B was performing an aerobatics maneuver shortly before the collision."
6,8,1971,"New Haven, Connecticut",Allegheny Airlines,"Washington D.C. - Newport News, VA - Philadelphia",Convair CV-580,31,28,"The aircraft crashed into a row of beach houses, 4,980 feet short of the runway. Captain's intentional descent below minima under adverse weather conditions while trying to locate the runway despite advisories from 1st. officer."
6,13,1971,North PacifiOcean,Military - U.S. Air Force,Hickam AFB - Pango Pango,Boeing - EC-135N,24,24,Disappeared while en route. Met with an undisclosed catastrophievent and plunged into the sea. Believed to  have struck the surface at high speed.
6,14,1971,"Near Arica, Chile",SAVCO,Santa Cruz - Arica,Douglas DC-6,6,6,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather."
6,18,1971,"Garberville, California",Shelter Cove Sea Park,"Shelter Cove, CA - San Jose, CA",Douglas DC-3,24,17,"The aircraft was unable to gain height on takeoff. It struck a transformer and a building, became airborne and went off a cliff into the ocean. Failure of the pilot to remove the rudder and elavator gust locks."
7,18,1971,"Hokkaido, Japan",Toa DomestiAirline (Japan),Sapporo - Hakodate,NAMC YS-11A-227,68,68,The aircraft crashed into Yokotsu Mountain while on approach. Navigational error after strong winds caused flight to drift.
7,22,1971,"Anchorage, Alaska",Anchorage Helicopter - Air Taxi,"Fairbanks, AK - Local",Bell 206,3,3,"The aircraft took off from a roadside lodging, hit wires and crashed and burned. Pilot failed to see and avoid obstruction."
7,14,1971,"Near Morioko, Japan",All Nippon Airways /  Japanese Air Force,Sapporo - Tokyo,Boeing B-727-281 / Air Force F86F,164,163,"A Japan Air Self Defense Force F-86F fighter collided with the B-727. Both aircraft crashed, but the fighter pilot ejected safely. All one hundred sixty-two aboard the 727 were killed. The fighter pilot and his captain was indicted for involuntary homicide. The fighter pilot was acquitted but the captain was convicted and received 3 years in jail for not providing sufficient supervision of his wingman."
7,14,1971,"San Francisco, California",Pan American World Airways,San Francisco - Los Angeles,Boeing B-747-121,218,0,The aircraft struck approach lights at the departure end of runway during takeoff. Miscalculation of available runway length and takeoff reference speed by crew. Erroneous information from the dispatcher. The aircraft was named 'Clipper America.'
7,15,1971,"Near Pau, France",Military - French Air Force,Exercises,Nord 2501 Noratlas,39,37,"The plane, carrying parachute trainees, crashed in the flatlands of the Pyrenees during a final approach and after experiencing an engine fire. Two escaped by parachuting out of the plane before it crashed."
8,14,1971,"Valdez, Alaska",Trans Alaska Helicopter - Air Taxi,"Valdez, AK - Local",Sikorsky S-55B,2,2,The helicopter crashed after the failure of the main rotor. Inadequate inspection and maintenance.
8,9,1971,"Near Pegnitz, West Germany",Military - U.S. Army,Ludwigsburg - Grafenwohr,Boeing Vertol CH-47A (helicopter),37,37,"The helicopter, carrying American troops to an exercise, crashed into a hayfield and exploded in flames. Fatigue failure of the rotor blade led to its failure and structural failure of the aircraft."
8,20,1971,"Augusta, Maine",Downeast Airlines,"Boston, MA - Rockville, ME diverted to  Augusta ME",Piper PA-31,8,3,"Crashed in dense fog while making an approach to Agusta State Airport. Discontinue VOR approach, attempted to maintain visual flight in IFR conditions at an altitude below obstructing terrain."
9,11,1971,"Near Juneau, Alaska",Alaska Airlines,Anchorage - Seattle,Boeing B-727-193,111,111,The aircraft crashed into the slopes of Chikat Mountain in rain and fog while attempting a non-precision instrument landing at Juneau Municipal Airport. Display of misleading navigation information which resulted in the premature descent below obstacle clearance altitude. The crew didn't use all available navaids to check the position of the aircraft.
9,0,1971,"Jackson, Mississippi",C and C Aviaiton - Air Taxi,"Temple, TX - Columbus, GA",Aero Commander 560-A,5,5,Collided with trees and crashed on final approach after experiencing engine failure. Fuel exhaustion. Mismanagement of fuel.
10,11,1971,"Near Aarsele, West Vlaanderen, Belgium",British European Airways,London - Salzburg,Vickers Vanguard 951,63,63,"While en route a distress message was received from the aircraft after which it crashed and burst into flames.  The elevators and tailplane were destroyed when the rear pressure bulkhead ruptured at 19,000 feet. The airplane rapidly nosed down and crashed. The bulkhead was weakened by corrosion from a suspected leak in the lavatory."
10,9,1971,"Colorado City, Arizona",SceniAir Lines,Las Vegas - Grand Canyon,Cessna 402,10,10,The sightseeing plane crashed in rain/snow.  Continued VFR flight into adverse weather conditions. Pilot transmitted he was turning around do to weather conditions.
10,13,1971,"Hot Springs, Virginia",Alpena Flying Service - Air Taxi,"Detroit, MI - Hot Springs, VA",Swearingen SA26AT,6,6,The pilot descended below minima on a third attempt at landing with no glideslope approach and hit the ground 150 feet short and right of the runway. Improper IFR operation.
10,11,1971,"Peoria, Illinois",Chicago Southern Airlines,"Chicago, IL - Peoria, IL",Beech E18S,16,16,Collided with wires/poles while attempting to land. Improper IFR operation. Descended below MDA.
10,22,1971,"Bath, Pennsylvania",Monmouth Airways,"Jamaica, NY - Allentown, PA",Beechcraft B99,8,4,Collided with trees while attempting to land. Improper IFR operation. Descended below MDA. Pilot fatigue.
11,5,1971,"Off Livorno, Italy",Military - Royal Air Force,San Giusto - Sardinia,Lockheed C-130K Hercules,52,52,"The plane, carrying paratroopers, crashed into the Ligurian Sea about 20 miles west of Pisa shortly after taking off from San Giusto Airport. In-flight structural failure. Cause undetermined."
11,13,1971,"Near Hue, South Vietnam",Military - U.S. Army,Da Nang - Camp Eagle,Boeing Vertol CH-47C,34,34,Crashed into a mountain after attempting to fly through a lowland area due to deteriorating weather conditions.
12,13,1971,"Raleigh, North Carolina",Eastern Air Lines,"Miami, FL - Raleigh, NC",Douglas DC-9-31 /Cessna 206,29,2,Midair collision.  The DC-9 descended onto the Cessna. Two killed aboard the Cessna. The DC-9 landed with no one aboard injured. Inadequacy of ATC facilities and services in the terminal area.
12,7,1971,"Chinnamanur, India",Indian Airlines,Trivandrum - Madurai,HAL-748-224 Srs.2,31,21,Strayed off course and flew into a mountain.
12,12,1971,"Near Puerto Inca, Huanuco, Peru",Lineas Aereas Nacionales SA (Peru),Lima - Pucallpa,Lockheed 188A Electra,92,91,"The aircraft was struck by lightning after it entered an area of thunderstorms and heavy turbulence. The lightning caused a fire which led to the separation of the right wing and part of the left wing. The aircraft crashed in mountainous terrain in the jungle. One German passenger, a female teenager, survived and was found after trekking through the jungle for 9 days. Juliane Koepcke had a broken collarbone and was unconscious for an unknown amount of time but had survived the crash still strapped in her seat. When she came to, she set out in vain to find her mother. Maria Koepcke, her mother, a leading Peruvian ornithologist, was dead. Rescue crews searched for the aircraft without success. Koepcke would have to save herself.  Koepcke found a stream and began nine days of wading through knee-high water and fighting off swarms of insects and leeches. On the ninth day, she found a canoe and shelter. Then she waited. Hours later, local lumbermen returned and found her. They tried to get her to eat but she was quite sick and refused. Insects had buried eggs in her skin and they were beginning to hatch. One of the men poured gasoline on her and, as she told the London Daily Mail, 'I counted 35 worms that came out of my arms alone.' The men offered what assistance they could provide but it was too late in the day to start the journey back to civilization; she slept one more night in the jungle before the men took her on the final seven hour journey via canoe down the river to a lumber station where she was airlifted to a hospital."
1,22,1972,"Sierra de Atalayasa, Spain",Iberia Airlines,Valencia - Ibiza,Sud-Aviation Caravelle VI-R,104,104,The aircraft crashed into hill while attempting to land. Failure to maintain the minimum flight altitude during the final stages of the visual approach.
1,1,1972,"Chambers, Nebraska",Kime Flying Service - Air Taxi,"Omaha, NE - Hot Springs, SD",Piper PA-23,3,3,"The pilot feathered the right engine for undetermined reasons, failed to maintain safe altitude and crashed into a telephone pole and wires."
